Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	6	232.7	81.6	4	116.78073770890022	0.031474616584751196	0.0025052515486632945	1	110.8	3430.49	3052.69	906.37	1026.01	2709.2	2462.1
2	6	234.8	81.4	4	121.94682528251528	0.030514124047546942	0.0022201900870166187	1.07	104.1	3397.59	2987.5	997.64	1056.95	2707.7	2432.2
3	7	97.6	75.8	4	90.95133465629483	0.042124073567689616	0.00048720280966137603	0.96	54.7	0	0	1048.03	0	929.7	0
4	7	107.6	80.7	4	86.43427018453478	0.041604925316732426	0.0005091966050386899	1.05	54	0	0	943.08	0	962.6	0
5	7	92.5	72.5	4	89.42391075108331	0.041685877147036594	0.0004847680828331347	1	46.5	0	0	968.96	0	924.5	0
6	12	34.5	3.9	4	94.75115375512313	0.04392246877837821	0.00045690011310796906	0	0	0	0	0	0	0	0
7	12	132.7	4.2	4	95.92614727354405	0.04664265355492962	0.0005330721570891647	0	0	0	0	0	0	0	0
8	11	23.9	3.9	4	154.3589116352798	0.042401525600100104	0.00047077318187858404	0	0	0	0	0	0	0	0
9	12	32.2	4.3	4	95.31252099011857	0.048194551842967094	0.0005063638163282847	0	0	0	0	0	0	0	0
10	11	100	4	4	165.96971487297844	0.04308961336189808	0.0004933778803513392	0	0	0	0	0	0	0	0
11	11	99.6	3.6	4	150.80800772446406	0.04372070918589007	0.0004750317129792638	0	0	0	0	0	0	0	0
12	11	22.2	3.7	4	150.24020469992982	0.04558761593183742	0.0004923329607767126	0	0	0	0	0	0	0	0
13	12	130.4	3.7	4	103.72078549254685	0.04306762734117855	0.0004830160589261055	0	0	0	0	0	0	0	0
14	11	100.2	4.2	4	151.04382692309287	0.04834775770513542	0.0005070654102983742	0	0	0	0	0	0	0	0
15	12	30.8	4.2	4	104.3740757910805	0.049136447502288044	0.0005062553100745392	0	0	0	0	0	0	0	0
16	12	138.6	4.3	4	107.74196581427996	0.04315776261871676	0.00048773333328567707	0	0	0	0	0	0	0	0
17	11	105	4.2	4	165.64165785869085	0.04528687017552964	0.0004662668333875091	0	0	0	0	0	0	0	0
18	12	31.7	3.8	4	110.28538050234424	0.04787720138645794	0.000539814758950456	0	0	0	0	0	0	0	0
19	11	109	4.4	4	158.10444416498905	0.04663456769601579	0.0005431858060325275	0	0	0	0	0	0	0	0
20	11	103.4	4.1	4	171.24913326038495	0.0474353889945952	0.0005018080820241959	0	0	0	0	0	0	0	0
21	11	99.5	4	4	167.3320244061278	0.04480357412984342	0.0005119930427249967	0	0	0	0	0	0	0	0
22	11	107.9	4.2	4	166.9183418800574	0.041603610515421	0.00047658693504267017	0	0	0	0	0	0	0	0
23	13	135.2	3.7	4	105.92328676037774	0.048846480146899365	0.0004213636625284018	0	0	0	0	0	0	0	0
24	11	109.5	3.7	4	159.4818537222833	0.04382001976880442	0.0005186029490878595	0	0	0	0	0	0	0	0
25	11	110.8	3.9	4	174.34791189681215	0.04352609983717398	0.000519172135237618	0	0	0	0	0	0	0	0
26	13	153.8	4.2	4	95.93097319689019	0.04136787894432674	0.00044357733494577257	0	0	0	0	0	0	0	0
27	13	150	4.2	4	114.25927322465334	0.044287191498951266	0.0004321055872791804	0	0	0	0	0	0	0	0
28	11	21.5	3.9	4	169.97857329484117	0.04577573177534386	0.0004505091250873124	0	0	0	0	0	0	0	0
29	11	115.2	3.7	4	173.35990691951466	0.04633916413718255	0.0005005025799655508	0	0	0	0	0	0	0	0
30	14	129.8	4.2	4	118.49811792129292	0.0411600095660824	0.0005015535002389302	0	0	0	0	0	0	0	0
31	14	36.5	4.1	4	104.37892077230099	0.04317265139380532	0.0005316947915704218	0	0	0	0	0	0	0	0
32	11	102.1	4.1	4	158.35972138999048	0.04274506473467511	0.0005375482438893345	0	0	0	0	0	0	0	0
33	11	20.3	3.9	4	170.0493478861108	0.04581263090640073	0.0004922242227363754	0	0	0	0	0	0	0	0
34	11	21.7	3.9	4	166.81067987334703	0.045327837004372776	0.0004698726719084691	0	0	0	0	0	0	0	0
35	11	110.2	3.9	4	157.97763350162546	0.04534376992035582	0.00046407529563348025	0	0	0	0	0	0	0	0
36	11	104.3	4.1	4	160.96699806651878	0.044558588621423	0.0005131008797721175	0	0	0	0	0	0	0	0
37	11	21.3	3.9	4	172.36960465958305	0.043113359113414754	0.00046533854849591295	0	0	0	0	0	0	0	0
38	11	112.3	4.4	4	160.21794214630333	0.043421499582787175	0.0004584164591195605	0	0	0	0	0	0	0	0
39	11	114.7	4.1	4	167.46653911745295	0.04206123697328667	0.000502745734014984	0	0	0	0	0	0	0	0
40	13	131.1	3.7	4	101.89265639404816	0.04097206511621192	0.0004062322574460336	0	0	0	0	0	0	0	0
41	12	156.2	4	4	113.96228942173764	0.04628023062756156	0.00047047847668845567	0	0	0	0	0	0	0	0
42	11	117.7	4.3	4	151.73301376733423	0.04852164140373812	0.0005081275899900372	0	0	0	0	0	0	0	0
