Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	6	207.4	69.8	4	118.1885121562092	0.03274110216891527	0.002176817091752971	1.03	105.1	3335.94	3065.2	1000.1	1016.7	2555.7	2333.9
2	6	235.2	79.3	4	123.2472951694276	0.029352798287964124	0.002593821798017842	1.03	117.6	2971.68	3421.39	923.48	1045.1	2250.2	2357.6
3	6	227.7	76.3	4	131.6947061679703	0.031654520004798986	0.0023270907259883714	0.92	102.8	3587.99	2985.79	987.41	1055.95	2594.1	2612.6
4	7	104.6	73.8	4	96.19826909260425	0.04212273334384776	0.00047996067713912237	1.08	50.7	0	0	969.32	0	1000.8	0
5	7	97.1	78.5	4	92.23577104439912	0.04213076243737394	0.0004856744196989537	0.9	48.9	0	0	1037.16	0	951.1	0
6	7	95	71	4	93.82244855212944	0.04647445181520395	0.0004576197126805836	1.1	49.2	0	0	907.69	0	1001.7	0
7	11	23.4	3.6	4	158.22409568267415	0.0421530358246409	0.0004924459552219259	0	0	0	0	0	0	0	0
8	12	155.4	4	4	102.14942878111493	0.0492147563204791	0.0004920124993004186	0	0	0	0	0	0	0	0
9	12	151.7	4.3	4	115.34231799578107	0.04275108610137917	0.0005278341832634178	0	0	0	0	0	0	0	0
10	11	106.7	4.3	4	159.42685929701267	0.044219032191757345	0.000470168936578121	0	0	0	0	0	0	0	0
11	12	134.3	3.8	4	105.23294196360254	0.042789658570764916	0.0005024827834936832	0	0	0	0	0	0	0	0
12	11	117.6	3.6	4	163.53441827179574	0.044369966934085035	0.0005018426072213275	0	0	0	0	0	0	0	0
13	11	109.1	4.1	4	144.0625926633104	0.04227823430525235	0.0005378437848942348	0	0	0	0	0	0	0	0
14	11	115.4	3.9	4	156.7528284048282	0.04686567517877259	0.0005420396718766908	0	0	0	0	0	0	0	0
15	12	144.7	4.2	4	99.15133895042817	0.04263144951944519	0.0005331796810272416	0	0	0	0	0	0	0	0
16	12	129.7	3.9	4	104.49094815338086	0.04483143298055126	0.0005377620082892705	0	0	0	0	0	0	0	0
