Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	2	214.3	67.1	6	113.26964113053693	0.031422482058838325	0.002226261952592561	217.63	111.2	2053.77	0	0	2517.3	0	2491.5
2	2	204	69	6	109.87584618336203	0.03256112056728255	0.002404655523429586	188.52	102.1	2231.37	0	0	2423.27	0	2502.2
3	2	216.4	67.5	6	130.88110284799586	0.029858718611908343	0.002411591012860482	207.63	103.3	2339.22	0	0	2527.58	0	2578.4
4	11	113.3	4.4	4	158.88201387187326	0.04101799997036925	0.0004603190957516017	0	0	0	0	0	0	0	0
5	12	157	4	4	100.38993589971768	0.04307883518422499	0.0005455519468182473	0	0	0	0	0	0	0	0
6	12	137.2	4.1	4	98.94743611402956	0.04721655629909375	0.0004909806803588151	0	0	0	0	0	0	0	0
7	11	24.6	3.8	4	151.6199160708627	0.043350151193366486	0.0005463349358814634	0	0	0	0	0	0	0	0
8	12	32.8	4	4	104.93697977509429	0.04808299203079663	0.0005154414746640209	0	0	0	0	0	0	0	0
9	12	142	4.1	4	95.46184195170567	0.04803670335435588	0.0004543940347475118	0	0	0	0	0	0	0	0
10	11	119.6	4.4	4	144.5578726298878	0.043189131376623696	0.0005065979286965677	0	0	0	0	0	0	0	0
11	12	35	3.8	4	109.59210253562459	0.04499482327295443	0.0005328745604369373	0	0	0	0	0	0	0	0
12	11	20.3	3.9	4	144.11223543787713	0.04127382836421207	0.0004554194223928154	0	0	0	0	0	0	0	0
13	11	99.9	3.9	4	171.104634074691	0.04542350959267948	0.0005363768516376988	0	0	0	0	0	0	0	0
14	11	21.7	4	4	156.94139489809123	0.04598072454047424	0.0005242773075066566	0	0	0	0	0	0	0	0
15	12	32.5	3.7	4	100.33804687252344	0.040552331864669604	0.0004844376166905782	0	0	0	0	0	0	0	0
16	12	30.4	3.9	4	111.83114334940755	0.04727322240375469	0.0004720673372665609	0	0	0	0	0	0	0	0
17	11	22.6	4.3	4	147.73253318964746	0.046937654633211846	0.0005447083402327088	0	0	0	0	0	0	0	0
18	12	32	4.1	4	107.78368468048434	0.048742128260537164	0.000535384729162737	0	0	0	0	0	0	0	0
19	11	117.3	3.6	4	148.82088204783824	0.04932427896923554	0.00047579906315920806	0	0	0	0	0	0	0	0
20	11	120	4.2	4	169.28297712758265	0.045314675994559496	0.00048404003330482985	0	0	0	0	0	0	0	0
21	11	21.5	3.8	4	162.56607077143937	0.049418611635758274	0.00047595684934721944	0	0	0	0	0	0	0	0
22	11	120.1	4.1	4	151.26986382279557	0.043288699873487865	0.0005103883830156236	0	0	0	0	0	0	0	0
23	13	137.6	4.2	4	110.14316946323767	0.048940849874313956	0.0004556572435447519	0	0	0	0	0	0	0	0
24	11	119.8	3.9	4	161.05726634677774	0.04643456931620074	0.0005211673712565161	0	0	0	0	0	0	0	0
25	11	105.4	4.3	4	172.85052953585168	0.047443184579155154	0.00047525818882152227	0	0	0	0	0	0	0	0
26	13	143.1	4.1	4	95.08293534160379	0.04897235155523014	0.00044767631166629687	0	0	0	0	0	0	0	0
27	13	136.1	4.3	4	113.90573607289694	0.04807797469423805	0.00040203419949105964	0	0	0	0	0	0	0	0
28	11	22.6	4	4	162.9649767495132	0.044175359431610606	0.0004623196356498956	0	0	0	0	0	0	0	0
29	11	109.7	3.8	4	174.467000485207	0.048366242924442596	0.0005244521132344784	0	0	0	0	0	0	0	0
30	14	134.9	4.2	4	104.31508594361	0.043066747328866	0.00046111974687995866	0	0	0	0	0	0	0	0
31	14	133.3	3.8	4	106.40332592677595	0.04569488440804253	0.0005154593983479551	0	0	0	0	0	0	0	0
