Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	4	196.8	75.3	6	126.73329179671035	0.02999325085890515	0.002447449488101289	1.01	105.1	3141.86	3214.11	1048.61	967.85	2547.9	2462.7
2	4	193.9	77.7	6	125.57584237196271	0.03261321704777185	0.002377915291896198	1.05	99.8	3087.94	3235.83	912.3	985.08	2564.2	2509.3
3	7	97.3	69.9	4	91.0419334589247	0.04079317847721729	0.0004623866781518069	1.08	52.3	0	0	1090.5	0	1036.4	0
4	7	105.2	81.9	4	82.71846558467736	0.048077840749269726	0.0005344505711943648	1.1	45.7	0	0	969.92	0	1027.3	0
5	7	109.1	76.3	4	93.23015843039207	0.042701548135631595	0.0005247870556779341	0.97	48.8	0	0	1065.48	0	1029.5	0
6	12	35.1	4.2	4	112.60705392818245	0.041279119544020616	0.0005389477425585055	0	0	0	0	0	0	0	0
7	12	34	4.1	4	110.20879576459902	0.047356000260874005	0.000516263044019826	0	0	0	0	0	0	0	0
8	11	109.2	4	4	150.31046198946797	0.04772097891171477	0.0004632763812870207	0	0	0	0	0	0	0	0
9	12	35.9	3.7	4	103.38555181962786	0.04065372288241567	0.0004939602480162438	0	0	0	0	0	0	0	0
10	11	21.1	4.2	4	157.10650957289104	0.04105944481911216	0.0005486069570920145	0	0	0	0	0	0	0	0
11	11	119	3.6	4	173.74705725677592	0.04696396684652827	0.00047497084713372906	0	0	0	0	0	0	0	0
12	11	111.1	4.3	4	155.89032033063836	0.043914471603367415	0.0005258112613001764	0	0	0	0	0	0	0	0
13	12	145.8	3.8	4	99.76482896512434	0.042985448556790117	0.0005001825002637728	0	0	0	0	0	0	0	0
14	11	101.9	4	4	160.1977415468981	0.04349269668805235	0.0005488734516255097	0	0	0	0	0	0	0	0
15	12	150.1	4.1	4	114.30869012996737	0.04932899510794192	0.00045408618691514615	0	0	0	0	0	0	0	0
16	12	157.2	3.8	4	114.45264016247732	0.041345641626397235	0.0005057391548319314	0	0	0	0	0	0	0	0
17	11	106.4	4.4	4	164.96294904768757	0.046956362375332246	0.000528534849021062	0	0	0	0	0	0	0	0
18	12	139.3	4.2	4	113.99496170531975	0.04781644557903343	0.0005177123722683169	0	0	0	0	0	0	0	0
19	11	118.4	4.3	4	155.2916658482289	0.048478540917036815	0.00049389726207859	0	0	0	0	0	0	0	0
20	11	20.8	3.8	4	167.69631638918102	0.047838206405943384	0.0004818179689451835	0	0	0	0	0	0	0	0
21	11	24.1	4.3	4	164.35693414858588	0.04351762197110078	0.0004893771880739481	0	0	0	0	0	0	0	0
22	11	107.3	4.2	4	161.62366504753578	0.04384801607298995	0.00046651423298166555	0	0	0	0	0	0	0	0
23	13	19.9	4.4	4	114.42877917256018	0.04365422758696212	0.0004109976223922436	0	0	0	0	0	0	0	0
24	11	22.5	4.3	4	170.92383654365352	0.04739918721607677	0.0005408903363066614	0	0	0	0	0	0	0	0
25	11	114.1	4.3	4	171.46058667287053	0.041792949504546525	0.0004935047937665293	0	0	0	0	0	0	0	0
26	13	135	3.7	4	115.03756982046792	0.048917295250689656	0.00038092813739807886	0	0	0	0	0	0	0	0
27	13	153.4	4.3	4	100.47012657475928	0.04661419017358772	0.0004541979641967136	0	0	0	0	0	0	0	0
28	11	100.5	4.2	4	158.67511977577212	0.04467527485176082	0.0005313919279192729	0	0	0	0	0	0	0	0
29	11	22.3	4.4	4	168.6957304107147	0.04836638794626789	0.00047822788645201966	0	0	0	0	0	0	0	0
30	14	43.9	3.8	4	105.63166004630318	0.0447385021791727	0.00046627878999085716	0	0	0	0	0	0	0	0
31	14	148.3	3.9	4	113.64306691073563	0.04093426727918637	0.0005220668963364795	0	0	0	0	0	0	0	0
32	11	104.2	3.7	4	165.42653906422177	0.04719214652142664	0.00045250430822982876	0	0	0	0	0	0	0	0
33	11	21.1	3.7	4	159.2927656657525	0.040678159617159544	0.00048213862316326536	0	0	0	0	0	0	0	0
34	11	104.1	4	4	144.61894822702672	0.04465950654075166	0.000506153353067712	0	0	0	0	0	0	0	0
35	11	109.8	3.7	4	156.13172258750492	0.046239735941234754	0.0004826883212607826	0	0	0	0	0	0	0	0
36	11	120.2	4.1	4	160.38461074253428	0.04084008871231281	0.0005043667517636279	0	0	0	0	0	0	0	0
37	11	24.3	4.3	4	156.3184636422903	0.04580595328048487	0.0005259091862013145	0	0	0	0	0	0	0	0
38	11	115.4	4.2	4	149.70618927800962	0.04108224011191468	0.00045565838289141715	0	0	0	0	0	0	0	0
39	11	112.8	4.2	4	165.8329307519232	0.046964018007988925	0.0004845341088860182	0	0	0	0	0	0	0	0
40	13	140.8	4.1	4	110.17503556956778	0.043087667304162074	0.0004548953223278453	0	0	0	0	0	0	0	0
41	12	135	4.3	4	105.3869852005968	0.04711964838832337	0.0005263377980262995	0	0	0	0	0	0	0	0
42	11	23.4	4.3	4	151.6756776707156	0.041198455102003435	0.0004883315843130711	0	0	0	0	0	0	0	0
43	12	141.4	4.1	4	100.55395073367451	0.044195408948661224	0.00047557556940817664	0	0	0	0	0	0	0	0
44	12	139.8	3.8	4	106.26174938850443	0.04448179301628317	0.000534473412373662	0	0	0	0	0	0	0	0
45	11	24.6	3.9	4	160.5637791527065	0.045541141879223535	0.00048690875293956636	0	0	0	0	0	0	0	0
46	12	137.3	4.3	4	99.78563476674105	0.047159336157380015	0.00048684150779262876	0	0	0	0	0	0	0	0
47	11	20.4	4.2	4	149.32409778174755	0.04079470805957491	0.0004530978757103655	0	0	0	0	0	0	0	0
48	11	114.6	3.7	4	167.44778446140123	0.041138808298920485	0.00046368723729992055	0	0	0	0	0	0	0	0
49	13	149.5	3.7	4	110.53459047861094	0.043746020263228984	0.00041746016887641646	0	0	0	0	0	0	0	0
50	11	24.4	4.2	4	160.77143654316092	0.04573736393479257	0.0005404731776713071	0	0	0	0	0	0	0	0
51	11	114.6	4.2	4	172.75679800891479	0.04590448226336864	0.0005345348927987122	0	0	0	0	0	0	0	0
52	13	133.6	4.2	4	97.5744755121237	0.04377685985859659	0.00042535803411784616	0	0	0	0	0	0	0	0
53	13	149.3	4.1	4	97.28403788130639	0.04636969991188512	0.00043123162138619843	0	0	0	0	0	0	0	0
54	11	22.5	4.3	4	154.80189580565758	0.048880739732670236	0.0005080404323116801	0	0	0	0	0	0	0	0
55	11	24	4.1	4	156.18512428280494	0.047079416782222334	0.0005127998575815094	0	0	0	0	0	0	0	0
56	4	216.7	73.5	6	112.6992124009921	0.03268726117860631	0.0022034114529469045	1.08	108.7	3366.3	3295.14	1051.14	1096.68	2712.9	2581
57	4	208.9	79.4	6	108.81954703805816	0.03284786637819587	0.0026222822016353205	0.98	111.9	3099.42	3135.41	1044.93	1011.36	2473.3	2482.3
58	7	107.1	73.7	4	95.82665033304706	0.048634229522640446	0.0004995184897435582	1.08	53.2	0	0	1017.29	0	1012.6	0
59	7	96.1	77.9	4	82.77025462874683	0.04569941512931579	0.0004547681148077067	0.94	46.5	0	0	1083.16	0	979.8	0
