Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	5	226.1	73.1	6	124.74918291122975	0.02704062006047793	0.00256111423581925	1.05	115.9	3004.08	3220.7	1016.16	1063.07	929.4	2276.9
2	5	198.5	72.5	6	114.60377761089076	0.031089738259135042	0.002603536581886885	1.06	108.6	3327.1	3431.7	906.44	921.14	1064.7	2627.7
3	5	205.2	75.2	6	109.29202306296014	0.03266877823802933	0.0023352732741861912	0.9	111.3	3179.68	3585.9	976.23	950.05	974.5	2556.6
4	5	210.9	71.3	6	116.56872760023192	0.03170158001317486	0.002548754602179176	0.96	109.3	3406.1	3375.78	932.53	929.24	927.1	2686.7
5	8	101.3	73.9	4	81.88467788509944	0.044542912480421866	0.0005162904890510386	0.92	48.5	0	0	1013.5	0	934.4	0
6	8	105.6	82	4	87.9426092205185	0.042010521768128285	0.0004943618692740412	0.97	50.3	0	0	952.4	0	952.2	0
7	8	90.4	83.1	4	81.34962046858244	0.04889782452144481	0.00046566857330149783	0.91	48.8	0	0	991.55	0	945.9	0
8	8	99.8	75.9	4	93.03691470842203	0.04230261596474754	0.0005282368578539329	0.93	52	0	0	927.96	0	1070.8	0
9	8	107.3	81.7	4	86.5246550899665	0.049209075896575236	0.0004550574035161826	0.95	47.4	0	0	1016.51	0	935.2	0
10	11	20.7	4.2	4	168.35139774778872	0.04846911510491858	0.000542461999070285	0	0	0	0	0	0	0	0
11	12	31.3	4	4	109.3735112956432	0.04277909242536258	0.0005167159036050243	0	0	0	0	0	0	0	0
12	11	113	3.9	4	165.14148698637544	0.04382292046632167	0.00048381160195575717	0	0	0	0	0	0	0	0
13	11	112	3.8	4	162.9777982059395	0.04257047434065375	0.00047527780439389754	0	0	0	0	0	0	0	0
14	11	114.2	4.2	4	160.86684660929285	0.04203225337438794	0.0005359220493304125	0	0	0	0	0	0	0	0
15	12	33.3	4.2	4	111.29520671159645	0.049289811359158844	0.0004562216864415049	0	0	0	0	0	0	0	0
16	12	134.6	4.1	4	104.93588737436423	0.04805360038852517	0.0004863050314209809	0	0	0	0	0	0	0	0
17	11	116.1	3.7	4	167.01896825975967	0.04377628139715682	0.00046747234071147116	0	0	0	0	0	0	0	0
18	12	33.4	4.1	4	109.4479689923412	0.046028704566184735	0.0005182594033352506	0	0	0	0	0	0	0	0
19	11	22.8	3.6	4	155.1932997808426	0.04706133816463683	0.0005252449319791729	0	0	0	0	0	0	0	0
20	11	117.7	4.2	4	175.58129552960298	0.041492529486740024	0.0005239269577760614	0	0	0	0	0	0	0	0
21	11	102.4	4	4	171.71972299593693	0.047939387550126895	0.0005202432663746346	0	0	0	0	0	0	0	0
22	11	101.4	4.2	4	150.04949406378213	0.04342450117890852	0.00047495234519299306	0	0	0	0	0	0	0	0
23	13	140.3	4.4	4	102.24136152148483	0.041087466997363896	0.0003896718518768046	0	0	0	0	0	0	0	0
24	11	104.2	3.7	4	151.57301595489184	0.04564818501403746	0.0004972324557599512	0	0	0	0	0	0	0	0
25	11	22.3	4.1	4	151.8078300924048	0.0411789328504189	0.0004936556426214095	0	0	0	0	0	0	0	0
26	13	145.5	3.6	4	103.82635133701898	0.04438845082493254	0.00045742098530867227	0	0	0	0	0	0	0	0
