Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	2	234.8	72.7	6	112.97577351114741	0.02749763807255962	0.002389911894831982	199.97	99.5	2291.73	0	0	2481.07	0	2454.9
2	2	195.6	68.8	6	113.40960937654258	0.03245628228501251	0.002260443706880056	223.01	108.7	2219.3	0	0	2479.89	0	2513.7
3	11	23.3	3.8	4	170.73174135508987	0.041028436102124845	0.00045075541520091375	0	0	0	0	0	0	0	0
4	11	24.4	4.1	4	154.39398469981234	0.047937188718279046	0.0005320505687354415	0	0	0	0	0	0	0	0
5	11	104.7	4	4	173.38430994148578	0.04503186420035396	0.0004958084863083952	0	0	0	0	0	0	0	0
6	12	130.5	4.1	4	111.51671153605113	0.04748748617933761	0.0004613203833356145	0	0	0	0	0	0	0	0
7	12	143.4	3.8	4	103.90657461985758	0.04627647368052279	0.0005305990954321646	0	0	0	0	0	0	0	0
8	11	21.7	4.1	4	175.52693469756346	0.041212323953739374	0.00046860798224389533	0	0	0	0	0	0	0	0
9	12	32.2	4.1	4	114.74077168206519	0.04905889254383589	0.0005150078657831852	0	0	0	0	0	0	0	0
10	11	113.4	3.9	4	166.56655397011772	0.04309713525585085	0.0004639441243381116	0	0	0	0	0	0	0	0
11	11	100.5	4.2	4	173.52956536157944	0.04094435088552254	0.000543241144125285	0	0	0	0	0	0	0	0
12	11	117.2	4.3	4	163.92431678838946	0.043849846020381784	0.0004501520365101764	0	0	0	0	0	0	0	0
13	12	155.4	4.4	4	113.51776735815258	0.04400115921435274	0.0004561620352533488	0	0	0	0	0	0	0	0
14	11	22.8	3.7	4	166.52979324973668	0.047516106349504844	0.0004872642212990053	0	0	0	0	0	0	0	0
15	12	153.7	4.1	4	107.50074920829842	0.04162855747088474	0.0004610986231000269	0	0	0	0	0	0	0	0
16	12	143.4	3.7	4	113.24917116448972	0.04637819119164174	0.0005275102983554933	0	0	0	0	0	0	0	0
17	11	23.7	3.7	4	146.50645442921603	0.041490918433669845	0.0004856214617963987	0	0	0	0	0	0	0	0
18	12	151.1	3.8	4	103.55963550651185	0.04678067739439147	0.0005465363241433424	0	0	0	0	0	0	0	0
19	11	21.8	4.2	4	164.99137465284707	0.04415933585991378	0.0005170302221860352	0	0	0	0	0	0	0	0
20	11	118.1	4	4	147.90202167628823	0.04569796987773566	0.00045641748451803944	0	0	0	0	0	0	0	0
21	11	120.4	3.7	4	167.7000113345838	0.04522223282721787	0.00045477074744822317	0	0	0	0	0	0	0	0
22	11	108.4	3.9	4	164.43950679279112	0.04284647943109813	0.0005147589870758291	0	0	0	0	0	0	0	0
23	13	23.2	4.1	4	108.46829938721172	0.0436126371245323	0.0004078556468439302	0	0	0	0	0	0	0	0
24	11	101.7	4.2	4	152.40797661213796	0.04088539695931844	0.0004520214656054782	0	0	0	0	0	0	0	0
25	11	120.9	4.2	4	160.97238052431186	0.0465787018679151	0.0004798109474984026	0	0	0	0	0	0	0	0
26	13	21.7	3.8	4	112.86375716392111	0.046186217946328975	0.0004404907919571683	0	0	0	0	0	0	0	0
27	13	138.8	3.7	4	94.83302973454933	0.04874647371739144	0.00045855292344464555	0	0	0	0	0	0	0	0
