Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	1	198	71.3	6	122.0808666304867	0.028930508798524556	0.002574608653571747	195.19	112	2322.24	0	0	2444.6	0	2704
2	1	232.2	78.8	6	126.70494049396916	0.02723322038258228	0.002403240904211987	218.96	113.8	2547.07	0	0	2479.06	0	2294.7
3	11	101.5	3.9	4	164.12831562684966	0.04228009398817235	0.00045766612654976656	0	0	0	0	0	0	0	0
4	11	115.6	4.2	4	171.54975529725908	0.04557643156088942	0.00048766774751660293	0	0	0	0	0	0	0	0
5	11	107.4	3.7	4	151.88984457851927	0.04188288660408139	0.0005339136137845708	0	0	0	0	0	0	0	0
6	12	33.8	4.1	4	109.18160148177445	0.041468386878830754	0.0005389265873332717	0	0	0	0	0	0	0	0
7	12	142	4.3	4	101.26537566761651	0.045383657367326524	0.0005067976534610264	0	0	0	0	0	0	0	0
8	11	110.1	4.1	4	175.9081334758693	0.04793427690360551	0.0004908109204653162	0	0	0	0	0	0	0	0
9	12	136.2	3.7	4	110.88949269216667	0.04548500948767544	0.0005395704583507397	0	0	0	0	0	0	0	0
10	11	20.4	3.8	4	168.88888888777845	0.0430977984225996	0.000547953302003117	0	0	0	0	0	0	0	0
11	11	108.3	4.3	4	163.76753746853302	0.049359651122359655	0.0005331574402644921	0	0	0	0	0	0	0	0
12	11	104.7	3.9	4	158.46438305971242	0.047128248993830536	0.0004586183136885299	0	0	0	0	0	0	0	0
13	12	141.7	4.2	4	96.65685471249991	0.04212179369257794	0.000543765212781005	0	0	0	0	0	0	0	0
14	11	102.4	3.9	4	168.3190485420201	0.04910664830942968	0.00046973295337967815	0	0	0	0	0	0	0	0
15	12	147.5	3.9	4	97.0078294488032	0.045133956381084396	0.0004921015859011921	0	0	0	0	0	0	0	0
16	12	32.8	4	4	97.46958477260033	0.04698576872865854	0.0005001509157604182	0	0	0	0	0	0	0	0
17	11	22.4	4.3	4	150.19361093876347	0.04309667180884593	0.0005120672512955392	0	0	0	0	0	0	0	0
18	12	147.7	3.7	4	99.79051932564843	0.045792410190915026	0.00047320613965103287	0	0	0	0	0	0	0	0
19	11	113.8	3.6	4	160.9057516660436	0.042155516330022735	0.0004563399881521254	0	0	0	0	0	0	0	0
20	11	105.1	4.2	4	152.35019964141702	0.04515326608540186	0.00046753297562322364	0	0	0	0	0	0	0	0
21	11	116.4	3.7	4	151.9804224904127	0.042383464369973645	0.0004945299711635395	0	0	0	0	0	0	0	0
22	11	23.3	4.3	4	146.82127900583336	0.04912230553329411	0.0005413329387874475	0	0	0	0	0	0	0	0
