Unit No	"Type (1,11)"	Weight(ton)	Len(ft)	Axles(n)	aRes	bRes	cRes	eInit(Mwh)	teMax (kips)	ptMax (kw)	catMax (kw)	batMax (kw)	auxMax (kw)	rbMax (kw)	dbMax (kw)
1	3	231	75.8	6	111.62617796805233	0.03247887705020402	0.0025522185121834794	0.91	98	3241.38	3251.47	1029.1	1046.98	2570.4	2601.6
2	3	213.8	69.8	6	129.1166387152043	0.030691888396094172	0.002604130486251534	0.94	109.3	3567.92	3512.97	1002.49	927.79	2532.2	2443
3	7	97.3	78.9	4	83.60768651488993	0.04935680144808312	0.0004926881549544694	1.07	50.4	0	0	954.17	0	991.9	0
4	7	96.2	76.8	4	83.09749822789428	0.04139680472201871	0.0005037934360668316	0.96	52.9	0	0	1067.71	0	1037	0
5	7	99.8	83	4	86.07811971842882	0.04893326797295347	0.0004584122683028491	1.01	52.2	0	0	1071.63	0	909.1	0
6	12	138.2	4	4	101.26734846958809	0.045001827273241916	0.0005054715198317876	0	0	0	0	0	0	0	0
7	12	152.1	3.6	4	94.90333168600831	0.04371075536127395	0.00046862911490095564	0	0	0	0	0	0	0	0
8	11	116.9	4.1	4	164.70362201455262	0.04061811398877376	0.0004605629972648056	0	0	0	0	0	0	0	0
9	12	130.1	4.1	4	102.6490281763675	0.04689801086078137	0.0005098428260683497	0	0	0	0	0	0	0	0
10	11	103.2	4.1	4	145.72327162630262	0.044553478958770966	0.0005433865884861044	0	0	0	0	0	0	0	0
11	11	22	4.4	4	154.9500088409693	0.041963069559926	0.0004747879145007689	0	0	0	0	0	0	0	0
12	11	24.7	3.9	4	144.85554641332885	0.0411396375920412	0.0005081011220169531	0	0	0	0	0	0	0	0
13	12	144.7	4.3	4	114.543602647869	0.047239147954509314	0.0005472058884553	0	0	0	0	0	0	0	0
14	11	120.2	4.2	4	159.6030751123256	0.04225846891300684	0.0005378141985597355	0	0	0	0	0	0	0	0
15	12	138.1	3.9	4	115.13934891936	0.04863786018627227	0.0005356653004520411	0	0	0	0	0	0	0	0
