1	   0.000	   0.000
2	9908.982	5337.323
3	   0.000	   0.000
4	   0.000	   0.000
5	   0.000	   0.000
6	7928.441	6438.451
7	 784.253	1949.880
8	   9.824	   0.000
9	 812.045	2214.012
10	8513.556	5206.614
11	 532.254	 341.201
12	4687.346	1635.485
13	   0.000	   0.000
14	2506.552	   0.000
15	9924.050	6180.203
16	1879.814	 702.207
17	   0.000	   0.000
18	 641.769	1718.021
19	1403.852	 739.986
20	   0.000	  27.967
21	  27.967	   0.000
22	  30.297	   0.000
23	   0.000	   0.000
24	   8.717	  12.415
25	   0.000	   0.000
26	   0.000	   0.000
27	8952.191	5514.520
28	   0.000	   0.000
29	   0.000	   0.000
30	   0.000	   0.000
31	1469.803	3626.328
32	   0.000	   0.000
33	1608.221	3967.834
34	   0.000	   0.000
35	4138.144	5097.479
36	8022.957	4191.976
37	   0.000	   0.000
38	   0.000	   0.000
39	   2.079	   0.314
40	 500.104	 109.592
41	1700.077	 635.066
42	  16.525	 189.152
43	 348.207	 102.413
44	   0.000	   0.000
45	   0.000	   0.000
46	   0.000	   0.000
47	 939.422	 376.074
48	   0.000	   0.000
49	10348.098	6456.837
50	   0.000	   0.000
51	1897.758	 708.910
52	1700.077	 635.066
53	2889.303	1170.151
54	   0.000	  12.999
55	   0.000	   0.000
56	   0.000	   0.000
57	7702.399	4120.909
58	1038.222	 415.626
59	 939.422	 376.074
60	   0.000	   0.000
61	  58.946	  54.258
62	  30.504	  28.078
63	  26.180	  28.442
64	 450.344	  80.844
65	 421.902	  54.664
66	   0.000	   0.000
67	   0.000	   0.000
68	1290.863	   0.000
69	   0.000	   0.000
70	   0.000	2506.551
71	   0.000	   0.000
72	2889.303	1183.149
73	6649.998	4183.367
74	   0.000	   0.000
75	1184.415	   0.000
76	1333.512	1965.596
77	1469.803	3626.328
78	   0.000	   0.000
79	   0.000	   0.000
80	   0.000	   0.000
81	   0.000	   0.000
82	   0.000	   0.000
83	   0.000	   0.000
84	   0.000	   0.000
85	1718.021	 641.769
86	 258.800	  56.713
87	 241.304	  52.879
88	 241.304	  52.879
89	   0.314	   1.769
90	   0.357	   2.367
91	   0.000	   0.000
92	   0.000	   0.000
93	 348.207	 102.413
94	   0.000	   0.000
95	1516.824	 609.147
96	1372.479	 551.179
97	1372.479	 551.179
98	   0.000	   0.000
99	   0.000	   0.000
100	 644.279	 703.896
101	 528.506	1335.386
102	4687.346	1635.485
103	3384.586	6283.644
104	   0.000	   0.000
105	7594.160	3078.025
106	   0.000	   0.000
107	1641.804	1113.843
108	   0.000	   0.000
109	  58.946	  54.258
110	   0.000	   0.000
111	   0.000	   0.000
112	   0.000	   0.000
113	   0.000	   0.000
114	   0.000	   0.000
115	   0.000	   0.000
116	1184.415	   0.000
117	   0.000	   0.000
118	   0.000	   0.000
119	   0.000	   0.000
120	   0.000	   0.000
121	   0.000	   0.000
122	   0.000	   0.000
123	   0.000	   0.000
124	 495.658	 108.921
125	   0.000	   0.000
126	   0.000	   0.000
127	   0.000	   0.000
128	   0.000	   0.000
129	   0.000	   0.000
130	   0.000	   0.000
131	   0.000	   0.000
132	   0.000	   0.000
133	 103.057	   0.000
134	   0.000	   0.000
135	   0.000	   0.000
136	   0.000	   0.000
137	   0.000	  27.967
138	  27.967	   0.000
139	   0.000	   0.000
140	   0.000	   0.000
141	   0.000	   0.000
142	   0.000	   0.000
143	   0.000	   0.000
144	   0.000	   0.000
145	   0.000	   0.000
146	   0.000	   0.000
147	   0.000	   0.000
148	   0.000	   0.000
149	   0.000	   0.000
150	   0.000	   0.000
151	   0.000	   0.000
152	   0.000	   0.000
153	   0.000	   0.000
154	   0.000	   0.000
155	   0.000	   0.000
156	   0.000	   0.000
157	5658.053	9981.745
158	   0.000	   0.000
159	   0.000	   0.000
160	   0.000	   0.000
161	   0.000	   0.000
162	5605.858	15588.402
163	   0.000	   0.000
164	   0.000	   0.000
165	   0.000	   0.000
166	   0.000	   0.000
167	   0.000	   0.000
168	   0.000	   0.000
169	10348.098	6456.837
170	 102.413	2854.758
171	 964.092	 324.782
172	   0.000	   0.000
173	1978.034	 897.823
174	 102.413	2854.758
175	   0.000	   0.000
176	  58.946	  54.258
177	6612.362	2938.186
178	2447.354	3607.400
179	  58.946	  54.258
180	   0.000	   0.000
181	7017.351	3631.850
182	   0.000	   0.000
183	2939.370	  14.398
184	   0.000	   0.000
185	   0.000	   0.000
186	1978.034	 897.823
187	  89.997	 339.490
188	5206.614	8513.556
189	5206.614	8513.556
190	2587.934	 372.970
191	8513.556	5206.614
192	3607.400	2447.354
193	   0.000	   0.000
194	   0.000	   0.000
195	   0.000	   0.000
196	   0.000	   0.000
197	   4.446	   0.671
198	 964.089	 309.968
199	   0.000	   0.000
200	2273.470	3698.100
201	  30.297	   0.000
202	2739.239	1268.491
203	   0.000	  58.264
204	 532.254	 341.201
205	   0.000	   0.000
206	8513.556	5206.614
207	2921.345	3948.601
208	   0.000	  22.823
209	 841.341	 243.675
210	   0.000	   0.000
211	1153.624	4369.909
212	 812.045	2214.012
213	1343.975	3597.835
214	   0.000	   0.000
215	   0.000	   0.000
216	1160.326	2889.303
217	10348.098	6456.837
218	 372.970	2587.934
219	3078.025	7594.160
220	2971.454	6780.430
221	8513.556	5206.614
222	   0.000	   0.000
223	2921.345	3948.601
224	2404.072	 953.158
225	3511.880	2378.041
226	3625.346	1952.736
227	 103.057	   0.000
228	   0.000	   0.000
229	   0.000	   0.000
230	1934.840	1882.668
231	1894.834	 562.402
232	   0.000	   0.000
233	   0.000	   0.000
234	   0.000	   0.000
235	2048.132	1443.881
236	 506.890	 648.078
237	2048.132	1443.881
238	2008.719	3299.494
239	2889.303	1160.326
240	 368.627	 911.658
241	  58.946	  54.258
242	   0.000	   0.000
243	   0.000	2506.551
244	5350.233	4459.522
245	2506.551	   0.000
246	 109.081	 257.160
247	2921.345	3948.601
248	   0.000	   0.000
249	5236.705	4544.717
250	   0.000	   0.000
251	3480.803	2118.250
